species_richness,data_dir,n_valid_pixels,n_valid_bands,CHV,CV_mean_400_2500,CV_mean_430_925,CV_mean_430_700,CV_mean_700_900,CV_mean_1500_1800,CV_mean_2000_2500,CHA_local_mean,CHA_local_median,CHA_local_std,CHA_global_mean,CHA_global_median,CHA_global_std,SAM_local_mean,SAM_local_median,SAM_local_std,SAM_global_mean,SAM_global_median,SAM_global_std,SID_local_mean,SID_local_median,SID_local_std,SID_global_mean,SID_global_median,SID_global_std
3,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/3sp/5cm,40000,393,44.16060818879361,69.20177567964294,47.56921691142936,50.941455813314114,43.492280949755,58.67021032810352,122.79687112660307,0.7694382510143802,0.7443940315175134,0.16407821354740929,0.7084097557224236,0.6852103353796972,0.17785757412559963,0.08731545131366211,0.05259575879319528,0.12477308735518507,0.13620254617909774,0.11668766715748446,0.10237600423971498,0.04975805720370293,0.01109098990359498,0.17590943268222903,0.07203105587117437,0.04092265963093228,0.15790774401886984
5,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/5sp_with_abundance/5cm,40000,393,30.022310016936018,73.23803939090239,51.61360019127871,56.592503454485744,45.599104093635106,63.13456470213892,128.13334370415478,0.7101202903445144,0.6828702033137085,0.1585272745822765,0.6758737487330223,0.649086641735267,0.16662241334265057,0.0974838129438118,0.06449890300186498,0.12059031701643051,0.13111003663784915,0.1106324014330696,0.10455138339876306,0.053429328442256556,0.015244131533668394,0.1947026636726194,0.0706076419236304,0.0369186434874285,0.1844466904091135
7,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/7sp/5cm,40000,393,36.945130491802274,71.3238287090419,47.776727203755655,53.17537346709768,41.31451643976971,66.7886640273399,127.82471994500112,0.7923526909290668,0.7702012301929682,0.15971039397285036,0.719868770047893,0.6991629827912289,0.1707872471767856,0.14490406540415596,0.10405901354343008,0.14071506579749685,0.13724193932330045,0.09152553590895846,0.14847687363528247,0.07753061338215844,0.03421120052599752,0.13163241573548856,0.07445340931897142,0.025365455625897777,0.1435747511054664
10,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/10sp_v2/5cm,40000,393,42.62803058529939,56.97230034869202,48.05839051086042,52.464958579539676,42.78808120320846,51.741188677569504,82.71311638206656,0.8930465994618573,0.8611591862393291,0.1822973741082467,0.7727260118728723,0.7427772321867685,0.20705823169068702,0.0814657274461924,0.059547316704275474,0.09492048051734929,0.08898718293974382,0.0662554208636034,0.0910881531288621,0.03382653859128756,0.009488070187569019,0.19385035001635922,0.03821283454708827,0.01304284076236731,0.1895028569169738
12,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/12sp/5cm,40000,393,80.49039368690676,72.51576712425302,52.963419868495905,58.57407898739667,46.28605915528943,67.83255491402234,121.28804763008951,0.7902643245703422,0.7553568121013463,0.17911552156398014,0.7189072187801612,0.684325363704589,0.1909835748148733,0.144425779187614,0.10356066832392982,0.13674778446346714,0.13567974614620412,0.08858350392865896,0.14571965092239622,0.07622575678542039,0.03141306220639947,0.12670459850748486,0.07283381096335649,0.022405792271835732,0.13928151050586535
15,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/15sp_with_abundance/5cm,40000,393,38.821004587618376,89.94703165623025,79.61251853990109,86.79525827316976,70.99169272532473,83.2311356134047,122.33342635601274,0.5310780372529217,0.47753733319225206,0.1802135240839843,0.5942340934357864,0.5417645041909505,0.16693998219765732,0.15189182244456514,0.09898893713903992,0.2255781854247739,0.14950939386344414,0.09246830656870761,0.22981436904007033,0.2586072400312449,0.025234224054919784,1.6570298138115191,0.2523484446739979,0.02193282057579327,1.6637897495874197
17,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/17sp/5cm,40000,393,132.7273075603794,75.66099594226277,54.94264216099443,60.909799767989206,47.86902977359295,73.4728670190284,126.27643744689246,0.7995135224380114,0.765052498143628,0.18876342117645023,0.7269858036790542,0.6926308440646582,0.199650143744755,0.18502912950941627,0.14329696863945957,0.14524182330439953,0.16099597827768097,0.0950953783138958,0.17613289616072347,0.1037083561394104,0.055969070877687085,0.16094140679166305,0.09647853354563643,0.025575431240177787,0.1955129138529136
20,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/20sp/5cm,40000,393,82.27387733996605,97.20335376119036,95.46239898701751,109.84117187316633,78.06506394562562,88.22808631538942,119.32987833724417,0.47597915808692687,0.41427489302779236,0.1776087707902527,0.5695728823438496,0.5117099944128944,0.15719053986459622,0.16335130815692697,0.09302490000547223,0.32034988759905725,0.16524522304625408,0.0959183171042548,0.31842238582254123,0.5159085195731563,0.02286992144006039,2.6391756900563244,0.5169295196730974,0.02498845520242654,2.6249607404863657
22,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/22sp/5cm,40000,393,111.73045068822958,88.75092039287259,87.0879269525204,95.21641661982409,77.24146776130533,82.78769589549117,104.30553334215493,0.4986418348148847,0.4362710641168094,0.1904348992950879,0.5792794087216313,0.5199999914510285,0.17318664546434523,0.14874035106855057,0.09073757191032206,0.2776550028018883,0.1514240700231531,0.0938882637159527,0.2761026441178227,0.3857900378607016,0.022018860753543593,2.2504246366815495,0.38955815636740837,0.024326178725086134,2.2348257649812475
25,D:/Drive F 5-11-2024/A_BiosCape_Project3/Spectral_diversity/different_species/25sp_with_abundance/5cm,40000,393,77.53228831092433,92.50951811612262,88.99396809506726,98.42948353806145,77.58879305745981,84.94697354907946,114.34949433758814,0.49016602646636404,0.4285011621031508,0.18654408787175744,0.575816017022744,0.5172263063486683,0.16829342455918286,0.14936620243280477,0.09517348241246165,0.2604942549042729,0.15197245257320605,0.09810678230862278,0.25887358367022933,0.352481106723256,0.024604681988396628,2.083054633795329,0.35591448734260117,0.02696585539050298,2.071135411182291
