species_richness,wavelength_nm,cv_spectrum_percent
3,402.188,44.941296835177994
3,406.56199999999995,45.042250623255185
3,410.93800000000005,45.049423166718114
3,415.313,44.842847407666135
3,419.68699999999995,44.34529329778588
3,424.06300000000005,43.53362071043737
3,428.438,42.43861940146954
3,432.813,41.25559549435483
3,437.18800000000005,40.23670375296808
3,441.563,39.432791235533756
3,445.938,38.82135782620865
3,450.31300000000005,38.37749516986947
3,454.688,38.06512810361092
3,459.063,37.85837664172952
3,463.438,37.73787369264346
3,467.813,37.67653768368982
3,472.187,37.64663707154004
3,476.562,37.628796948864874
3,480.938,37.60132893062762
3,485.313,37.527469332310794
3,489.688,37.366325978057304
3,494.063,37.09065646911847
3,498.438,36.667270502272444
3,502.812,36.07456117768679
3,507.188,35.35127668147432
3,511.563,34.55298465827614
3,515.937,33.73299139912128
3,520.313,32.997341817762084
3,524.687,32.42002660311484
3,529.062,31.989573575816372
3,533.438,31.685489338762434
3,537.813,31.48104452356206
3,542.188,31.34360168795271
3,546.563,31.25071960092513
3,550.938,31.199659206551438
3,555.312,31.204725973569413
3,559.688,31.282002783207545
3,564.063,31.43737463133792
3,568.438,31.66915520266712
3,572.813,31.96225751867436
3,577.187,32.27528430706457
3,581.562,32.56895185700931
3,585.938,32.83354133594026
3,590.313,33.06993656036055
3,594.688,33.26267710176326
3,599.063,33.4250371722559
3,603.438,33.61608966399295
3,607.812,33.88543741743646
3,612.188,34.23938173017601
3,616.563,34.63401802812823
3,620.937,34.996170372759885
3,625.312,35.28266731971756
3,629.687,35.5177944571199
3,634.063,35.78586709659353
3,638.437,36.18679791057676
3,642.813,36.7704307275366
3,647.188,37.50481865132153
3,651.563,38.30301947267279
3,655.938,39.15017622014119
3,660.313,40.10359717018241
3,664.687,41.11010684157288
3,669.063,41.97937808330259
3,673.438,42.48631378380916
3,677.813,42.44864451380309
3,682.187,41.60635863501844
3,686.562,39.54612762607359
3,690.937,36.43431773099212
3,695.312,33.4817517290983
3,699.688,31.458844637411204
3,704.063,30.32006852441329
3,708.438,29.777912938424812
3,712.813,29.57719569870878
3,717.187,29.603720274175732
3,721.563,29.845697960859948
3,725.938,30.236678093043313
3,730.313,30.681280900208595
3,734.687,31.09383566493724
3,739.063,31.43668581498882
3,743.437,31.700802657181022
3,747.812,31.887537581038444
3,752.188,32.01678472870327
3,756.563,32.116819477630365
3,760.938,32.22143307135058
3,765.313,32.32744675469813
3,769.688,32.39389423171074
3,774.063,32.42994511502331
3,778.438,32.444245546818344
3,782.813,32.43861012627548
3,787.188,32.42124515645611
3,791.563,32.39969092366442
3,795.937,32.37807610967513
3,800.312,32.35828417750302
3,804.688,32.340653785225214
3,809.063,32.32611599541828
3,813.438,32.31291791246905
3,817.813,32.29562914342052
3,822.188,32.27327953185684
3,826.5630000000001,32.24970993341644
3,830.937,32.22561322674661
3,835.313,32.20066835027902
3,839.688,32.17599553483021
3,844.063,32.15247774949655
3,848.437,32.1303512619646
3,852.812,32.10917982343366
3,857.187,32.089657055596774
3,861.563,32.072588679498786
3,865.938,32.05658416306241
3,870.313,32.04142906295828
3,874.687,32.02878579476122
3,879.063,32.01927067544424
3,883.437,32.01268914548139
3,887.813,32.00959605222045
3,892.188,32.01106307982812
3,896.562,32.016053515229544
3,900.938,32.02043619990117
3,905.312,32.02252695546666
3,909.6880000000001,32.02366751237105
3,914.062,32.02213856598108
3,918.438,32.017519372993
3,922.813,32.014045502139034
3,927.188,32.013673015141194
3,931.563,32.01063401641631
3,935.937,31.982687405790077
3,940.312,31.91753319874273
3,944.688,31.818276634318853
3,949.063,31.669733790027376
3,953.438,31.501571214761864
3,957.812,31.359755024155085
3,962.187,31.267918366470305
3,966.562,31.22144893736673
3,970.938,31.202100297477987
3,975.313,31.197960253313923
3,979.688,31.20654823561455
3,984.063,31.22506214424442
3,988.438,31.249241862274857
3,992.812,31.27850387055352
3,997.188,31.31583858354302
3,1001.5600000000001,31.36274787415212
3,1005.94,31.41717926606847
3,1010.3100000000001,31.475888932876234
3,1014.69,31.537121114048873
3,1019.0600000000001,31.601557489992928
3,1023.4399999999999,31.66837982291432
3,1027.81,31.732856211037745
3,1032.19,31.791200505439203
3,1036.56,31.843002442367656
3,1040.94,31.88649825731854
3,1045.31,31.918491203636997
3,1049.69,31.939310795955045
3,1054.06,31.95193831795182
3,1058.44,31.959602266309002
3,1062.81,31.96481744145336
3,1067.19,31.968828454208246
3,1071.5600000000002,31.971816648165074
3,1075.9399999999998,31.97392377393874
3,1080.3100000000002,31.975810353081517
3,1084.6899999999998,31.977609430961767
3,1089.06,31.978624815169464
3,1093.44,31.978336949751935
3,1097.81,31.97610606522754
3,1102.19,31.970673259269073
3,1106.56,31.961578734994934
3,1110.94,31.951438786138812
3,1115.31,31.942428564755925
3,1119.69,31.926724443280442
3,1124.06,31.866364431874555
3,1128.44,31.722553856468167
3,1132.8100000000002,31.52332875562463
3,1137.1899999999998,31.312958228465444
3,1141.56,31.093470773501036
3,1145.94,30.795451735985335
3,1150.31,30.508099649493893
3,1154.69,30.367247070207792
3,1159.06,30.31794595828472
3,1163.44,30.304480394992943
3,1167.81,30.30290883640771
3,1172.19,30.30413023688742
3,1176.56,30.309024768782542
3,1180.94,30.317354931918107
3,1185.3100000000002,30.324865370574244
3,1189.6899999999998,30.329661356455635
3,1194.06,30.33506155094674
3,1198.44,30.346126754749374
3,1202.81,30.361419931211202
3,1207.19,30.37542192358307
3,1211.56,30.38730676713995
3,1215.94,30.397852329500356
3,1220.31,30.406358436037557
3,1224.69,30.41249228161557
3,1229.06,30.419836695953972
3,1233.44,30.4314610961493
3,1237.8100000000002,30.445772183671043
3,1242.1899999999998,30.46297666610925
3,1246.56,30.484860362396084
3,1250.94,30.50875626710666
3,1255.31,30.531170500576216
3,1259.69,30.55345685718188
3,1264.06,30.57540209383149
3,1268.44,30.587492768593105
3,1272.81,30.582097175840218
3,1277.19,30.563815288624223
3,1281.56,30.538586524178168
3,1285.94,30.510513233042218
3,1290.3100000000002,30.48029945278658
3,1294.6899999999998,30.442902342456502
3,1299.0600000000002,30.395971853276148
3,1303.4399999999998,30.340309804253344
3,1307.81,30.277907924991865
3,1312.19,30.213097931207848
3,1316.56,30.150893768784133
3,1320.94,30.099787782111637
3,1325.31,30.06497994244291
3,1329.69,30.044108906460988
3,1334.06,30.04143876657951
3,1338.44,30.059762460290727
3,1342.81,30.08313760573962
3,1347.19,30.10202565006177
3,1500.31,49.34441332309012
3,1504.69,48.3581934091631
3,1509.0600000000002,47.39588227800638
3,1513.4399999999998,46.493463716263896
