species_richness,wavelength_nm,local_mean_spectrum
3,402.188,-0.003188939916394702
3,406.56199999999995,-0.003140288086760279
3,410.93800000000005,-0.0030099495933095
3,415.313,-0.002765496229776545
3,419.68699999999995,-0.0023874385786530183
3,424.06300000000005,-0.0018553271412383764
3,428.438,-0.001140857942459661
3,432.813,-0.00028801432769569145
3,437.18800000000005,0.0005727301082754366
3,441.563,0.0013895975487673694
3,445.938,0.002141736022540499
3,450.31300000000005,0.0027928448585140585
3,454.688,0.0033329263272617025
3,459.063,0.003767293348514613
3,463.438,0.0040988602597963105
3,467.813,0.004347176057199249
3,472.187,0.004541546728910361
3,476.562,0.004706553972666256
3,480.938,0.004877404416511126
3,485.313,0.005120694983452268
3,489.688,0.005504540341989923
3,494.063,0.006073062246329073
3,498.438,0.006915549438753032
3,502.812,0.008158444887785663
3,507.188,0.00987453723989347
3,511.563,0.012155422517798798
3,515.937,0.015149363768025524
3,520.313,0.01869823013941641
3,524.687,0.02231292872398626
3,529.062,0.025660593511493062
3,533.438,0.028496625982807017
3,537.813,0.03073365748685319
3,542.188,0.03247200397134293
3,546.563,0.033798556282417846
3,550.938,0.034659973444067876
3,555.312,0.034883913099765775
3,559.688,0.0343371996859787
3,564.063,0.03306620226067025
3,568.438,0.03123359167948365
3,572.813,0.029101574422384147
3,577.187,0.02706509071853361
3,581.562,0.02540082956412334
3,585.938,0.024137120128871176
3,590.313,0.023188220328083844
3,594.688,0.022489099419159827
3,599.063,0.02190442043861822
3,603.438,0.02121353203903709
3,607.812,0.02028419147569366
3,612.188,0.01917208566206682
3,616.563,0.01808223783423273
3,620.937,0.017231685673305037
3,625.312,0.016687928597384598
3,629.687,0.016323279667331006
3,634.063,0.015885501832162845
3,638.437,0.015165654272932443
3,642.813,0.014154848432008293
3,647.188,0.013021349306363846
3,651.563,0.011948410719633103
3,655.938,0.01094758006714983
3,660.313,0.009959375191680237
3,664.687,0.009070859456965081
3,669.063,0.00844632164761606
3,673.438,0.008217657134428008
3,677.813,0.00849766151595759
3,682.187,0.009574359339754892
3,686.562,0.012260967645520395
3,690.937,0.01787808273002611
3,695.312,0.027359074924024753
3,699.688,0.04093688248518447
3,704.063,0.05806165646645241
3,708.438,0.07705934303347022
3,712.813,0.0970498946774751
3,717.187,0.11978276297450066
3,721.563,0.14625121935270727
3,725.938,0.17316086305305362
3,730.313,0.19756008953787385
3,734.687,0.2175528479926288
3,739.063,0.23323094107210637
3,743.437,0.24536726837977768
3,747.812,0.2542788564413786
3,752.188,0.2604044992662966
3,756.563,0.26461924917995927
3,760.938,0.2682457464560866
3,765.313,0.27138331839814783
3,769.688,0.27314252249896526
3,774.063,0.27414732897654176
3,778.438,0.2748869641683996
3,782.813,0.2754504817724228
3,787.188,0.2759062825515866
3,791.563,0.27630504112690685
3,795.937,0.27665979564189913
3,800.312,0.27697888752445576
3,804.688,0.27726883025839927
3,809.063,0.2775472428649664
3,813.438,0.27783917587250473
3,817.813,0.2781205704063177
3,822.188,0.27831228425726295
3,826.5630000000001,0.2783976040966809
3,830.937,0.27843073623254894
3,835.313,0.2784856951981783
3,839.688,0.27860740045085547
3,844.063,0.27878782667219637
3,848.437,0.27900474801659586
3,852.812,0.2792375772073865
3,857.187,0.2794536187686026
3,861.563,0.27963502030819654
3,865.938,0.27979532271623614
3,870.313,0.27993746576830747
3,874.687,0.28004787672311066
3,879.063,0.28011985136196016
3,883.437,0.28015309071168304
3,887.813,0.2801600331813097
3,892.188,0.28016134137287735
3,896.562,0.28015026422217487
3,900.938,0.2800875253975391
